player_id,name,draft_year,age,position,conference,height_inches,weight_lbs,games_played,ppg,rpg,apg,spg,bpg,topg,fg_pct,three_pct,ft_pct,per,win_shares,drafted
P0047,Player_P0047,2014,19.4,PG,Big East,81,220,20,9.2,4.8,2.8,0.7,1.0,1.0,0.404,0.384,0.784,9.5,3.2,0
P0048,Player_P0048,2011,19.3,SG,ACC,79,224,23,11.9,5.0,3.2,2.0,1.0,2.4,0.481,0.346,0.822,21.3,9.8,1
P0049,Player_P0049,2015,20.0,SF,SEC,79,187,25,8.8,5.4,4.4,0.8,0.7,2.6,0.471,0.324,0.622,22.0,2.7,0
P0050,Player_P0050,2010,20.1,SG,ACC,75,217,23,14.0,4.7,3.7,1.1,0.4,1.7,0.449,0.421,0.468,15.5,0.3,0
P0051,Player_P0051,2017,18.9,C,ACC,74,200,38,8.7,2.6,1.7,2.0,0.7,1.9,0.494,0.283,0.946,20.8,2.7,0
P0052,Player_P0052,2016,21.1,PF,SEC,81,187,21,18.1,4.0,1.9,2.3,0.9,3.0,0.55,0.379,0.71,14.7,5.7,1
P0053,Player_P0053,2022,19.8,SG,Other,82,202,22,10.3,7.8,5.9,1.2,0.9,1.8,0.457,0.285,0.797,21.4,8.4,1
P0054,Player_P0054,2021,21.5,PF,Big 12,78,190,28,11.3,4.0,1.3,0.1,0.3,2.2,0.539,0.337,0.747,15.4,5.7,0
P0055,Player_P0055,2016,20.2,SF,Other,74,222,25,16.0,9.4,2.8,1.4,0.4,1.1,0.501,0.399,0.86,22.4,6.7,1
P0056,Player_P0056,2017,20.1,SF,ACC,80,209,26,16.0,6.7,0.0,1.5,0.0,0.9,0.585,0.408,0.858,17.3,9.0,1
P0057,Player_P0057,2019,19.5,PF,SEC,77,224,32,18.4,9.0,4.5,1.0,1.5,2.4,0.484,0.31,0.764,16.0,3.2,1
P0058,Player_P0058,2014,20.6,SF,ACC,80,202,31,7.6,5.5,2.9,1.3,0.1,1.5,0.428,0.394,0.718,24.4,0.4,0
P0059,Player_P0059,2018,20.0,PF,Big 12,78,199,37,14.1,5.7,0.7,0.9,0.0,1.0,0.414,0.254,0.828,7.9,7.5,0
P0060,Player_P0060,2010,20.9,SF,ACC,71,170,29,13.1,6.5,4.1,1.4,0.6,3.3,0.476,0.287,0.729,15.7,0.4,0
P0061,Player_P0061,2023,21.6,SF,ACC,75,200,38,21.4,0.4,2.6,1.5,1.1,1.7,0.519,0.341,0.831,20.4,2.3,1
P0062,Player_P0062,2023,19.3,SF,Big East,71,216,23,21.2,7.9,2.9,1.3,2.0,2.5,0.474,0.272,0.727,25.5,5.5,1
P0063,Player_P0063,2022,20.6,SF,Pac-12,75,202,23,17.4,5.5,3.1,0.3,0.6,2.7,0.405,0.355,0.699,14.0,1.2,0
P0064,Player_P0064,2012,20.6,SG,Big Ten,71,206,27,15.0,4.4,0.9,1.5,0.8,1.7,0.44,0.352,0.579,13.3,3.3,0
P0065,Player_P0065,2021,20.5,PG,Other,82,226,22,13.0,9.4,3.2,0.8,0.6,1.9,0.484,0.351,0.7,23.7,0.4,0
P0066,Player_P0066,2018,19.6,SG,Pac-12,78,181,20,17.5,4.7,3.5,0.9,0.4,2.4,0.586,0.186,0.767,15.6,8.9,0
P0067,Player_P0067,2023,19.6,SG,Big 12,76,200,27,16.6,5.4,1.7,0.9,1.4,1.6,0.482,0.261,0.725,28.2,7.6,0
P0068,Player_P0068,2010,19.4,SG,Big 12,78,189,30,19.1,8.1,2.7,1.7,2.2,2.6,0.425,0.503,0.832,16.8,8.3,1
P0069,Player_P0069,2015,19.4,SF,Big Ten,79,191,25,18.4,5.0,2.7,1.3,1.2,0.0,0.434,0.278,0.798,14.6,3.2,0
P0070,Player_P0070,2011,19.2,SF,Other,74,234,25,0.3,6.9,1.0,1.6,1.1,1.7,0.451,0.311,0.768,18.8,5.5,0
P0071,Player_P0071,2023,19.9,SG,SEC,79,223,21,10.5,7.1,4.2,1.8,1.2,2.8,0.409,0.347,0.695,16.5,2.9,0
P0072,Player_P0072,2012,19.2,SG,ACC,78,211,22,10.5,7.3,1.9,1.2,1.7,1.2,0.468,0.4,0.767,22.7,5.8,0
P0073,Player_P0073,2010,20.4,SG,Big Ten,77,241,37,17.8,6.2,5.1,2.0,1.5,1.8,0.304,0.226,0.921,10.2,2.0,0
P0074,Player_P0074,2011,20.1,SF,Big Ten,76,175,21,19.9,6.0,0.0,1.1,2.1,2.6,0.473,0.329,0.586,7.0,7.0,0
P0075,Player_P0075,2023,20.2,SF,Big 12,75,205,34,4.7,5.8,2.7,1.6,1.4,3.5,0.411,0.38,0.764,17.8,1.8,0
P0076,Player_P0076,2017,19.7,PF,SEC,79,212,34,19.1,4.1,4.6,1.3,0.3,0.7,0.433,0.265,0.885,20.2,2.1,0
P0077,Player_P0077,2011,20.1,SF,Other,73,187,24,6.1,6.3,1.2,0.7,1.2,0.6,0.528,0.317,0.614,17.4,1.8,0
P0078,Player_P0078,2015,19.8,C,Big Ten,71,211,24,6.3,10.6,2.3,1.1,1.1,1.1,0.364,0.363,0.81,19.4,3.5,0
P0079,Player_P0079,2015,20.8,SF,Big 12,78,183,27,10.8,8.5,1.9,1.3,1.9,0.5,0.456,0.331,0.822,18.6,2.0,0
P0080,Player_P0080,2021,19.6,PF,ACC,78,219,33,10.4,6.3,1.5,1.0,0.1,0.5,0.488,0.377,0.587,8.6,4.2,0
P0081,Player_P0081,2013,20.4,SF,Big 12,77,226,20,4.2,7.6,2.9,1.2,1.0,1.0,0.45,0.337,0.784,17.4,1.8,0
P0082,Player_P0082,2011,18.7,PF,Pac-12,77,210,36,15.2,3.3,0.6,1.5,0.3,3.2,0.343,0.308,0.696,22.6,5.0,0
P0083,Player_P0083,2020,20.7,SF,Other,80,212,26,21.0,6.0,3.5,2.3,0.2,3.4,0.509,0.411,0.864,19.5,6.7,1
P0084,Player_P0084,2016,19.4,PG,Big East,78,186,29,17.3,7.9,3.3,0.0,0.6,2.0,0.427,0.347,0.691,9.5,3.2,0
P0085,Player_P0085,2011,19.1,PF,ACC,76,216,38,9.8,9.2,2.2,2.0,1.0,1.0,0.408,0.337,0.838,14.3,8.5,0
P0086,Player_P0086,2015,18.9,PF,Other,75,205,22,11.8,3.6,1.0,0.8,0.0,2.6,0.421,0.261,0.71,18.8,5.8,0
P0087,Player_P0087,2015,18.8,SF,Other,74,247,38,26.6,7.7,5.0,1.8,1.4,2.4,0.543,0.332,0.951,35.4,7.9,1
P0088,Player_P0088,2013,19.5,SF,Big Ten,82,230,32,20.4,11.0,3.6,0.3,0.8,1.1,0.369,0.419,0.68,6.2,2.8,0
P0089,Player_P0089,2012,21.5,PG,Other,81,200,28,19.7,8.9,2.3,1.1,0.8,0.9,0.514,0.283,0.777,23.5,6.9,1
P0090,Player_P0090,2011,19.4,C,Big East,80,226,21,13.0,8.2,2.8,1.9,1.1,0.9,0.486,0.257,0.776,27.2,3.4,1
P0091,Player_P0091,2021,18.0,PF,Big East,71,225,21,12.0,6.0,1.1,0.6,0.5,2.0,0.48,0.277,0.678,18.5,1.5,0
P0092,Player_P0092,2010,20.4,C,SEC,76,191,36,6.6,6.1,3.3,0.6,0.9,2.4,0.471,0.212,0.731,18.9,0.6,0
P0093,Player_P0093,2017,18.9,SF,Big Ten,75,191,28,10.7,4.7,2.9,1.3,0.8,2.4,0.538,0.47,0.756,14.8,0.0,0
P0094,Player_P0094,2010,20.8,SG,Big East,70,212,35,11.4,7.9,3.7,2.2,0.8,3.9,0.427,0.299,0.828,19.2,5.6,0
P0095,Player_P0095,2021,19.6,SG,SEC,75,234,36,17.1,8.9,2.9,1.1,2.4,3.6,0.537,0.358,0.879,23.6,7.0,1
P0096,Player_P0096,2015,19.7,C,Other,77,210,28,18.8,7.4,4.4,0.7,0.9,2.8,0.487,0.359,0.903,29.3,4.4,1
P0097,Player_P0097,2023,21.2,PG,Big Ten,70,212,26,15.1,4.6,3.9,0.8,0.4,1.6,0.572,0.303,0.629,9.3,8.5,0
P0098,Player_P0098,2010,20.6,PF,Big 12,79,214,25,10.8,7.8,1.7,1.1,1.8,2.8,0.48,0.281,0.747,23.1,1.1,0
P0099,Player_P0099,2014,18.8,PG,Big East,80,221,32,9.7,5.2,2.8,1.3,0.5,1.0,0.398,0.431,0.709,20.1,4.0,0
P0100,Player_P0100,2015,18.9,PF,SEC,80,180,34,11.2,4.3,0.2,0.6,0.0,2.1,0.542,0.243,0.712,18.8,2.0,0
P0101,Player_P0101,2010,18.2,SF,Big 12,77,218,26,12.0,8.0,1.6,0.7,0.3,4.9,0.521,0.222,0.744,12.5,5.1,0
P0102,Player_P0102,2016,22.6,SF,Big East,76,190,31,3.3,8.3,4.0,1.5,0.0,0.0,0.359,0.369,0.767,20.9,0.0,0
P0103,Player_P0103,2016,19.1,PF,Big East,80,211,30,14.3,4.4,1.4,1.7,0.0,2.2,0.395,0.322,0.744,26.2,2.7,0
P0104,Player_P0104,2016,21.2,SG,SEC,81,200,22,9.7,6.0,3.7,1.0,0.5,2.3,0.432,0.314,0.705,15.4,5.8,0
P0105,Player_P0105,2017,19.5,SF,Big 12,79,215,30,18.3,2.5,0.0,0.3,0.7,1.8,0.376,0.369,0.648,16.5,2.9,0
P0106,Player_P0106,2012,18.9,C,Pac-12,73,207,35,15.0,3.3,1.7,0.8,1.4,1.8,0.434,0.34,0.665,10.7,0.0,0
P0107,Player_P0107,2013,20.0,SF,SEC,77,144,39,17.9,5.8,2.2,0.1,1.1,2.1,0.483,0.327,0.796,12.4,6.1,0
P0108,Player_P0108,2016,19.7,PG,Big East,79,191,26,11.9,7.7,1.7,1.6,1.2,1.4,0.536,0.467,0.866,31.7,4.4,1
P0109,Player_P0109,2019,20.8,C,Pac-12,71,218,24,10.1,3.1,0.7,1.2,0.2,2.2,0.458,0.213,0.599,16.7,3.2,0
P0110,Player_P0110,2015,20.8,SF,SEC,77,214,37,5.8,3.7,3.5,0.8,1.2,1.5,0.51,0.281,0.824,14.3,4.5,0
P0111,Player_P0111,2016,19.4,SF,ACC,83,203,38,8.5,2.8,4.1,1.1,1.5,4.0,0.464,0.254,0.635,17.9,3.3,0
P0112,Player_P0112,2023,18.6,PG,Big Ten,78,238,36,18.3,6.6,1.4,1.3,0.9,1.7,0.435,0.349,0.723,11.5,9.3,0
P0113,Player_P0113,2019,18.8,PG,Big 12,80,211,26,19.4,0.6,1.9,1.2,1.0,2.6,0.4,0.204,0.764,15.2,4.8,0
P0114,Player_P0114,2010,18.0,SG,Pac-12,77,214,25,6.3,3.0,2.7,0.3,0.0,1.3,0.49,0.299,0.72,11.2,2.5,0
P0115,Player_P0115,2015,19.7,C,Big East,75,203,32,23.6,7.0,4.9,1.3,0.9,2.1,0.501,0.335,0.825,23.5,6.4,1
P0116,Player_P0116,2010,20.0,PF,Other,77,212,25,11.6,6.5,1.8,1.2,1.8,2.7,0.455,0.327,0.755,7.8,3.5,0
P0117,Player_P0117,2022,18.9,SF,SEC,74,187,35,14.9,1.0,4.4,1.9,0.9,2.4,0.442,0.358,0.839,16.8,3.1,0
P0118,Player_P0118,2021,18.7,PF,Big East,73,156,27,3.2,5.6,3.3,0.8,0.3,1.0,0.508,0.307,0.791,14.6,3.6,0
P0119,Player_P0119,2016,20.0,SG,Pac-12,72,226,26,13.8,10.4,2.9,1.5,0.9,4.2,0.456,0.422,0.727,22.3,5.7,1
P0120,Player_P0120,2013,19.4,C,Big 12,80,188,36,23.1,7.0,5.5,1.5,0.7,3.3,0.601,0.34,0.861,22.0,3.7,1
P0121,Player_P0121,2020,19.8,SG,Pac-12,73,198,27,2.3,1.0,3.4,0.9,0.5,1.2,0.365,0.308,0.601,19.3,1.7,0
P0122,Player_P0122,2012,19.6,PF,Big 12,79,221,22,9.8,6.2,3.7,1.7,1.1,2.6,0.466,0.429,0.623,14.5,0.0,0
P0123,Player_P0123,2020,20.2,SF,SEC,76,208,35,12.8,3.0,1.7,1.7,0.9,1.1,0.415,0.307,0.79,17.1,5.9,0
P0124,Player_P0124,2022,19.4,PF,Other,77,231,26,14.1,2.5,4.8,1.8,1.3,3.0,0.388,0.329,0.761,6.6,1.6,0
P0125,Player_P0125,2012,19.5,PG,SEC,77,199,33,11.3,5.2,4.5,1.3,0.9,1.3,0.394,0.32,0.727,9.8,3.4,0
P0126,Player_P0126,2017,18.1,C,ACC,79,214,33,10.2,8.6,3.5,2.4,0.2,1.0,0.472,0.346,0.669,14.0,1.1,0
P0127,Player_P0127,2012,19.9,SG,SEC,76,215,21,16.2,7.0,1.2,0.6,0.4,1.3,0.374,0.301,0.84,22.9,1.2,0
P0128,Player_P0128,2018,20.1,SF,Other,82,219,20,21.9,4.6,3.4,1.0,1.9,3.6,0.629,0.457,0.805,32.7,7.9,1
P0129,Player_P0129,2019,19.8,PF,ACC,77,171,36,8.8,7.3,2.0,1.5,0.6,2.4,0.494,0.437,0.579,16.6,5.4,0
P0130,Player_P0130,2010,21.9,PF,Other,78,196,21,12.2,0.0,2.6,1.8,1.8,2.1,0.43,0.403,0.831,11.4,6.0,0
P0131,Player_P0131,2023,20.2,SF,Other,74,222,26,13.9,3.6,0.0,0.8,1.9,0.9,0.497,0.404,0.74,10.5,3.1,0
P0132,Player_P0132,2013,19.8,C,SEC,82,236,35,20.6,3.4,3.2,1.5,1.2,2.0,0.418,0.236,0.82,17.4,1.7,0
P0133,Player_P0133,2016,20.5,C,Big 12,78,251,23,22.7,7.3,4.2,1.8,0.7,1.3,0.483,0.213,0.864,17.2,5.8,1
P0134,Player_P0134,2013,22.1,PF,ACC,78,199,30,18.1,5.0,3.4,0.3,0.0,2.6,0.449,0.345,0.935,17.0,5.0,0
P0135,Player_P0135,2022,20.3,PG,ACC,80,207,22,20.3,6.9,2.9,2.1,1.0,2.4,0.468,0.385,0.686,22.2,2.4,1
P0136,Player_P0136,2020,18.0,PF,Big 12,80,265,31,19.6,3.7,3.4,0.8,1.3,3.6,0.54,0.225,0.727,11.8,5.2,1
P0137,Player_P0137,2023,20.4,SF,Big East,80,198,34,10.8,5.6,2.9,0.9,1.7,2.3,0.509,0.281,0.785,16.9,3.1,0
P0138,Player_P0138,2015,19.1,SF,Other,77,212,24,11.3,6.9,2.3,0.5,0.0,3.8,0.402,0.428,0.693,7.5,2.2,0
P0139,Player_P0139,2017,18.1,C,Big Ten,70,229,25,7.0,5.9,3.2,0.9,0.9,1.8,0.381,0.378,0.792,17.1,0.0,0
P0140,Player_P0140,2018,21.7,SF,SEC,79,243,30,18.3,4.8,3.4,2.8,0.2,1.1,0.486,0.404,0.455,23.3,0.0,0
P0141,Player_P0141,2013,21.5,C,SEC,74,220,35,16.4,6.5,4.1,2.0,0.7,2.6,0.523,0.299,0.713,10.8,3.8,0
P0142,Player_P0142,2023,19.1,PF,Big 12,80,206,30,10.5,7.6,0.8,0.1,1.1,0.9,0.51,0.294,0.711,20.2,1.4,0
P0143,Player_P0143,2022,19.1,PG,SEC,83,187,34,21.2,9.1,4.8,0.8,1.5,3.3,0.505,0.334,0.796,27.9,9.1,1
P0144,Player_P0144,2023,20.2,PF,Other,75,244,28,19.9,7.0,3.7,1.1,1.8,3.7,0.541,0.268,0.958,20.2,4.6,1
P0145,Player_P0145,2016,19.1,SF,Big 12,80,203,22,15.6,8.4,2.4,0.8,1.2,1.3,0.485,0.287,0.802,18.3,5.6,0
P0146,Player_P0146,2011,19.9,SF,ACC,73,209,39,5.3,2.7,3.8,1.1,0.3,1.7,0.449,0.266,0.675,23.9,0.9,0
P0147,Player_P0147,2012,19.3,SG,Pac-12,81,182,35,16.9,6.6,5.2,1.2,1.8,2.0,0.457,0.413,0.688,27.1,6.0,1
P0148,Player_P0148,2017,19.6,PG,ACC,75,231,20,11.7,2.2,4.6,0.2,1.3,3.1,0.446,0.391,0.717,19.9,4.6,0
P0149,Player_P0149,2021,18.6,PF,Other,78,182,25,15.1,4.6,3.1,0.4,0.9,2.9,0.393,0.224,0.765,7.1,1.4,0
P0150,Player_P0150,2019,20.8,SG,Other,78,214,28,20.3,7.0,3.2,1.9,1.3,3.8,0.534,0.449,0.942,23.2,6.0,1
P0151,Player_P0151,2020,21.2,PG,ACC,71,207,21,0.0,11.0,2.1,1.1,0.5,1.7,0.398,0.28,0.738,18.6,0.0,0
P0152,Player_P0152,2020,19.9,SF,SEC,78,245,37,6.6,4.2,0.0,0.6,1.3,0.0,0.344,0.315,0.796,9.4,0.9,0
P0153,Player_P0153,2021,20.0,PF,Big East,74,197,23,11.7,4.2,4.5,0.5,0.0,2.4,0.449,0.32,0.733,11.2,0.0,0
P0154,Player_P0154,2022,20.6,SG,SEC,79,206,24,25.3,5.7,5.9,0.9,1.0,4.6,0.385,0.355,0.757,20.8,8.2,1
P0155,Player_P0155,2015,20.0,SG,SEC,70,194,26,20.4,5.7,3.3,1.5,1.1,0.1,0.486,0.31,0.707,14.5,2.6,0
P0156,Player_P0156,2020,21.7,SF,Other,74,238,38,14.9,4.7,3.5,1.0,0.4,1.8,0.516,0.299,0.694,21.6,5.1,0
P0157,Player_P0157,2013,18.7,C,Big Ten,76,149,24,12.4,5.2,0.6,2.0,0.0,2.3,0.519,0.29,0.771,17.6,2.6,0
P0158,Player_P0158,2019,20.9,PG,SEC,74,201,28,17.5,9.1,3.8,1.7,0.9,1.8,0.577,0.337,0.645,11.4,5.9,1
P0159,Player_P0159,2010,19.9,C,ACC,74,260,33,17.5,5.6,4.8,1.1,0.0,3.5,0.395,0.332,0.649,15.1,0.0,0
P0160,Player_P0160,2010,18.9,PG,Big 12,81,217,23,9.0,5.5,2.9,0.8,0.6,2.5,0.354,0.321,0.7,17.5,0.0,0
P0161,Player_P0161,2012,22.2,SF,Other,81,222,21,30.7,8.9,2.7,1.5,0.8,3.5,0.469,0.447,0.71,19.4,0.1,1
P0162,Player_P0162,2017,22.4,C,Big East,74,204,21,6.6,8.8,2.3,0.5,0.5,3.4,0.523,0.301,0.703,18.7,5.2,0
P0163,Player_P0163,2022,19.8,C,Pac-12,81,197,23,21.3,6.6,3.6,0.7,1.3,3.2,0.491,0.417,0.911,32.5,4.4,1
P0164,Player_P0164,2018,20.4,SF,ACC,83,236,26,9.6,7.8,4.2,2.2,1.7,1.5,0.547,0.419,0.86,23.7,6.8,1
P0165,Player_P0165,2017,19.5,SF,Other,74,242,38,8.5,2.7,0.3,2.0,0.8,1.2,0.32,0.277,0.841,19.3,0.6,0
P0166,Player_P0166,2019,19.7,PF,Big Ten,76,213,38,11.4,7.4,5.0,1.1,1.3,1.4,0.462,0.173,0.627,17.9,2.0,0
P0167,Player_P0167,2022,18.9,C,SEC,80,194,31,14.5,4.1,3.9,1.3,0.3,0.6,0.473,0.334,0.738,16.5,2.2,0
P0168,Player_P0168,2018,18.7,PG,Big Ten,80,221,38,10.7,2.5,2.3,1.8,2.0,2.0,0.515,0.31,0.74,18.5,6.8,0
P0169,Player_P0169,2020,21.8,SG,SEC,80,240,20,21.4,6.5,5.3,0.8,1.2,3.2,0.528,0.346,0.802,22.5,6.3,1
P0170,Player_P0170,2015,20.0,SG,SEC,76,184,31,8.7,9.0,4.1,0.6,0.0,1.7,0.495,0.394,0.705,17.2,0.0,0
P0171,Player_P0171,2023,20.1,C,Big 12,75,230,28,8.0,9.6,4.6,1.1,0.8,4.0,0.407,0.337,0.866,27.8,2.7,1
P0172,Player_P0172,2016,19.2,PG,SEC,73,174,22,10.2,9.2,0.3,2.1,1.0,0.0,0.378,0.44,0.889,17.1,7.6,0
P0173,Player_P0173,2022,20.2,PG,Big 12,76,187,31,9.7,3.6,2.2,0.5,0.9,0.7,0.472,0.404,0.683,16.4,2.4,0
P0174,Player_P0174,2023,18.5,PG,Pac-12,76,181,29,5.3,8.1,7.2,2.3,1.0,1.5,0.392,0.286,0.751,13.0,0.8,0
P0175,Player_P0175,2022,19.2,C,SEC,79,211,35,12.4,3.9,2.5,1.2,1.0,1.9,0.529,0.298,0.492,18.5,5.2,0
P0176,Player_P0176,2014,18.8,PG,Other,80,181,28,11.1,6.1,1.4,0.7,0.9,1.5,0.338,0.365,0.794,15.0,7.9,0
P0177,Player_P0177,2015,21.3,SG,ACC,75,142,28,10.4,6.0,1.0,0.5,0.1,1.7,0.474,0.367,0.827,22.5,5.1,0
P0178,Player_P0178,2020,18.3,SF,ACC,75,184,24,13.0,7.2,5.2,0.9,1.2,1.3,0.459,0.286,0.625,11.7,0.0,0
P0179,Player_P0179,2023,18.8,SG,Big Ten,79,220,29,19.8,6.0,1.8,1.9,0.6,4.5,0.463,0.391,0.643,21.2,3.4,1
